RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19940124	12127	MARATHON PIPE LINE CO	Yes	19940425	1933	IL	EFFINGHAM	 	No	 	No	"4 MILES EAST OF ALTAMONT, IL SEC.6, T7N, R5E"	LINE PIPE	OTHER	FAILURE AT WELD	1952	FAILED WELD	 	0	0	0	0	0	0	9476	FUEL OIL	2911715	3	2	2	No	No	10	0.31	0	WELDED	BELOW GROUND	1189	0	Yes	8	1509	8	88	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOSEPH A. FISHER	4194213201	 	0	19940525	"AT 07:33 P.M. CST ON APRIL 25, 1994, A TENANT FARMER NOTIFIED MARATHON PIPE LINE COMPANY'S (MPLC) FINDLAY OPERATIONS CENTER VIA THE TOLL-FREE 800 NUMBER OF A POSSIBLE RELEASE IN EFFINGHAM COUNTY ILLINOIS. OPERATION CENTER PERSONNEL IDENTIFIED THE CORRESPONDING LINE SECTION AND NOTIFIED THE AREA OPERATIONS FOREMAN. MPLC EMPLOYEES LOCATED AND AT 08:00 P.M. CST CONFIRMED THE RELEASE TO BE FROM THE #1-10"" PRODUCTS PIPELINE. THE RELEASE WAS LOCATED IN A GRASSY AREA AT THE EDGE OF A PLOWED FIELD AND IMPACTED AN AREA OF 1 FOOT WIDE BY 300 FEET LONG. THE FREE PRODUCT WAS RECOVERED WITH VAC-TRUCKS. NO WATER WAS IMPACTED BY THE PRODUCT. THE EXACT DATE AND TIME OF THE FAILURE IS NOT KNOWN; THEREFORE THE PRESSURE AT THE LOCATION AT THE TIME OF THE FAILURE IS UNKNOWN. THELINE HAD BEEN PLACED INTO A NORMAL SHUT DOWN MODE AT 3:15 P.M. CST ON APRIL 25, 1994, DUE TO SCHEDULING CONSTRAINTS. PRIOR TO THIS SHUT DOWN THE LINE WASIN OPERATION AT A PRESSURE OF 1020 PSIG AT THIS LOCATION BASED ON SCADA INFORMATION AND ELEVATION CONSIDERATIONS. AT THE TIME OF NOTIFICATION THE LINE WAS IN NORMAL SHUT DOWN WITH AN ESTIMATED PRESSURE OF 210 PSIG AT THE RELEASE LOCATION. THE SOURCE OF THE RELEASE WAS A CRACKED LONGITUDINAL WELD ON A REPAIR, PERFORMED IN 1962, OF AN EXTERNAL CORROSION ANOMALY. A CLAMP WAS INSTALLEDTO TEMPORARILY REPAIR THE CRACKED WELD ON 04/25/1994, AND ON 04/27/1994, THECRACKED WELD WAS CUT OUT AND REPLACED WITH 116 INCHES OF 0.365 WALL X42 HYDROSTATICALLY PRE-TESTED PIPE. PART C- FAIURE OF WELD AT PREVIOUS REPAIR MADE IN1962."
19940125	12127	MARATHON PIPE LINE CO	Yes	19940430	1030	IL	LAWRENCE	 	No	 	Yes	"1 MILE NORTH OF BRIDGEPORT, IL.   SEC. 32, T4N, R12W"	LINE PIPE	PIPE	 	1941	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	6219	CRUDE OIL	1311110	1	0	0	No	No	10	0.31	35000	WELDED	BELOW GROUND	550	340	No	0	0	0		EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOSEPH A. FISHER	4194213201	 	0	19940525	"AT 10:30 A.M. CST ON APRIL 30, 1994, MARATHON PIPE LINE COMPANY'S (MPLC) BRIDGEPORT STATION WAS NOTIFIED BY A MARATHON OIL COMPANY EMPLOYEE OF A POSSIBLEPIPELINE RELEASE NEAR BRIDGEPORT, ILLINOIS. MPLC EMPLOYEES LOCATED AND CONFIRMED THE RELEASE TO BE FROM THE TRI-STATE GATHERING SYSTEM TRUNK LINE AT 10:35 A.M. CST. THE RELEASE WAS LOCATED IN A CLEARED RIGHT-OF-WAY NEAR A SMALL DRAINAGE DITCH. IT WAS ESTIMATED THAT 1 GALLON OF CRUDE OIL WAS RELEASED WHICH IMPACTED AN AREA OF 6 FOOT BY 6 FOOT SQUARE. THE DRAINAGE DITCH CONTAINED SOMESTANDING POCKETS OF WATER FROM RECENT RAIN RUN-OFF WHICH HAD A RAINBOW SHEEN.THE CAUSE OF THE RELEASE WAS DETERMINED TO BE EXTERNAL GALVANIC CORROSION. THIS LINE IS PROTECTED BY CATHODIC PROTECTION BUT IS NOT COATED. ON MAY 6, 1994, 63 FEET OF PIPE WAS REMOVED AND REPLACED WITH 63 FEET OF HYDROSTATICALLY PRE-TESTED 10"", 0.365 WALL X42 PIPE AS A PERMANENT REPAIR."
19940126	10313	KOCH PIPELINE INC	No	19940429	1100	OK	PAYNE	 	No	 	No	APPROX 8 MILES SE OF STILLWATER OKLAHOMA NW SEC 9 T18N R4E PAYNE COUNTY OKLAHOMA	LINE PIPE	PIPE	 	1958	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	4000	GASOLINE	2911135	2	5	1	No	No	6	0.22	46000	WELDED	BELOW GROUND	1440	675	Yes	24	1943	0	72	EXTERNAL	Yes	Yes	OTHER	LOCALIZED CORROSION	NO DATA	 	Null	NO DATA	 	Null	Null	JAMES H. ELMORE	4053952377	 	0	19940517	PRESSURE LOSS DETECTED ON LINE BY SCADA SYSTEM. PERSONNEL SENT OUT TO INVESTIGATE AND DISCOVERED LEAK. EXCAVATED SITE AND FOUND EXTERNAL LOCALIZED CORROSION HAD CAUSED PIN-HOLE LEAK. RAPAIRED LEAK AND RESUMED NORMAL OPERATIONS.
19940127	18092	SANTA FE PACIFIC PIPELINE PARTNERS LP	Yes	19940422	900	CA	LOS ANGELES	NORWALK	No	 	Yes	APPROX. 25' EAST OF DEFENSE FUEL FIE ROAD GATE.	LINE PIPE	VALVE	HAND OPERATED BLOCK VALVE	1985	OTHER	BLK VALVE GASKET SWEATLEA	0	0	0	0	0	0	250000	NOT GIVEN	9999999	3	0	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	J.M. ABBOUD	2134867720	 	0	19940523	"EVIDENCE OF PRODUCT WAS FOUND IN A NEWLY INSTALLED MONITORING WELL LOCATED NEAR  A BLOCK VALVE AT NORWALK. MAINTENANCE CREW DUG OUT THE BLOCK VALVE AT NORWALK AND DISCOVERD THE BONNET GASKET ON THE FLANGE WAS ""SWEATING"". THEY REPLACED ""O"" RING AND GASKET IN THE BONNET. AMOUNT OF PRODUCT RELEASED IS UNDETERMINED. SITE WILL BE UNDER ENVIRONMENTAL REMEDIATION."
19940128	11169	LAKEHEAD PIPE LINE CO INC	Yes	19940417	1400	MN	CLEARWATER	 	No	 	No	"LAKEHEAD MILEPOST 920.5 APPROXIMATELY 1/2 MILE WEST OF COUNTY ROAD 3 AND 1/2 MILE NORTH OF COUNTY ROAD 86 IN CLEARWATER COUNTY, MN."	LINE PIPE	LONGITUDINAL WELD	 	1967	OTHER	1 INCH DEFECT ON L. WELD	0	0	0	0	0	0	250000	CRUDE OIL	1311110	1	30	22	No	No	34	0.31	52000	WELDED	BELOW GROUND	687	40	Yes	8	863	10	91	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	PAUL W. NORGREN	2187250150	 	0	19940523	"ON APRIL 17, 1994, 13:55 MST, LAKEHEAD CONTROL CENTER PERSONNEL RECEIVED A CALL FROM A LANDOWNER REPORTING OIL ON THE GROUND IN A GRASSY PASTURE NEAR LEONARD MINNESOTA. LAKEHEAD'S LINE 2 AND 3 WERE IDLE AT THE TIME, DUE TO AN UPSTREAM DELIVERY. LINE 1 ALSO IN THE SAME RIGHT-OF -WAY, WAS SHUTDOWN AT 14:00 MST. COMPANY PERSONNEL WERE IMMEDIATELY DISPATCHED TO THE AREA AND WERE ON-SITE AT 14:35 MST. THE LEAK WAS CONFIRMED ON LAKEHEAD'S LINE 3 WITH APPROXIMATELY 30 BARRELS RELEASED, OF WHICH 22 BARRELS WERE RECOVERED. EXCAVATION REVEALED A 1 INCH LONG DEFECT IN THE LONGITUDINAL SEAM. THE LEAK WAS REPAIRED WITH APLIDCO SLEEVE AND THE LINE RETURNED TO SERVICE ON APRIL 18, 02:25 (MST). LAKEHEAD PLANS TO CUT-OUT AND REPLACE THE JOINT AND ACCORDINGLY, THE TOTAL PROPERTY DAMAGE FIGURE REFLECTS THIS DECISION. THE NATIONAL RESPONSE CENTER AND THE MINNESOTA STATE DUTY OFFICER WERE NOTIFIED OF THE INCIDENT ON APRIL 17, 1994. ADDITIONALLY, INCIDENT INFORMATION UPDATES WERE PROVIDED TO MR. ROLAND MILLER, OFFICE OF PIPELINE SAFTEY - CENTRAL REGION ON APRIL 18 AND 19, 1994. PART D - 1 INCH DEFECT IN LONGITUDINAL WELD."
19940129	809	ARCO PIPE LINE CO	Yes	19940509	2024	TX	HARRIS	 	No	 	No	"11316-1/2 GLORIA ST., HOUSTON, TX 77013"	PUMPING STATION	OTHER	CORROSION COUPON HOLDER	1993	OTHER	O-RING FAILURE	0	0	0	0	0	0	15000	GASOLINE	2911135	2	1	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	L.E. GRAVES	7139865368	 	0	19940523	A CLOSURE CAP O-RING ON A CORROSION COUPON HOLDER FAILED.
19940130	11169	LAKEHEAD PIPE LINE CO INC	Yes	19940316	800	MI	ST CLAIR	MARYSVILLE	No	 	No	"LAKEHEAD MILEPOST 1730.9 APPROX. 1/8 MILE N. OF SMITH'S CREEK RD. AND 3/8 MILE E. OF WADHAMS RD IN ST. CLAIR COUNTY, MICHIGAN."	LINE PIPE	PIPE	 	1953	OUTSIDE FORCE DAMAGE	OTHER	0	0	0	0	0	0	21000	CRUDE OIL	1311110	1	1	0	No	No	30	0.28	52000	WELDED	BELOW GROUND	633	181	Yes	4	824	10	66	NO DATA	Null	Null	NO DATA	 	OTHER	SEE REMARKS	Null	NO DATA	 	Null	Null	JON E. STAUDOHAR - SECRETARY & DIRECTOR CORPORATE SERVICE	2187250103	 	0	19940418	"LAKEHEAD PATROL PILOT OBSERVED SMALL PUDDLE OF OIL WHILE PERFORMING ROUTINE RIGHT-OF-WAY INSPECTION. PILOT RADIOED LAKEHEAD SUPERIOR CONTROL CENTER AND INITIATED AN IMMEDIATE LINE SHUTDOWN 08:02 MST. MAINTENANCE CREWS WERE IMMEDIATELY DISPATCHED TO THE AREA. THE MINIMAL FREE OIL WAS RECOVERED AND THE LINE WAS EXCAVATED, UNCOVERING A 14"" LONG X 2-1/8"" DEEP DENT AT THE 12: POSITION ON THE PIPE. THE DENT APPEARED TO BE ATTRIBUTABLE TO ORIGINAL CONSTRUCTION. A 3"" HAIRLINE CRACK AT THE OUTER EDGE HAD DEVELOPED WITHIN THE DENT. THE LEAK WAS REPAIRED WITH A PLIDCO SLEEVE AND THE LINE WAS RETURNED TO SERVICE THE EVENING OF MARCH 16, 1994. BOTH THE NATIONAL RESPONSE CENTER (REPORT #230430) AND MICHIGAN DEPARTMENT OF NATURAL RESOURCES WERE TELEPHONICALLY NOTIFIED OF THEINCIDENT ON MARCH 16, 1994. PART J - HAIRLINE CRACK DEVELOPED IN A 14"" LONG BY 2-1/8"" DEEP DENT THAT APPEARED ATTRIBUTABLE TO ORIGINAL CONSTRUCTION."
19940131	18092	SANTA FE PACIFIC PIPELINE PARTNERS LP	Yes	19940512	922	CA	SOLANO	FAIRFIELD	No	 	No	"3/10 MILE WEST OF PEABODY ROAD, 30 FEET NORTHWEST OF SOUTHERN PACIFIC RAILROAD"	LINE PIPE	PIPE	 	1967	FAILED WELD	 	0	0	0	0	0	0	306000	NOT GIVEN	9999999	3	4	4	No	No	14	0.22	1630	WELDED	BELOW GROUND	1170	0	Yes	24	1464	12	67	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	J.M. ABBOUD	2134867720	 	0	19940614	"ON MAY 12, 1994, RECEIVED CALL ADVISING US OF A POTENTIAL LEAK ON RAILROAD RIGHT OF WAY APPROXIMATELY 1/3 MILE WEST OF PEABODY ROAD IN FAIRFIELD, CALIFORNIA. SFPP PERSONNEL AND CONTRACTOR WERE MOBILIZED TO SITE TO UNCOVER AND EVALUATE THE PIPELINE. AFTER IDENTIFYING THE SURFACE STAIN, PIPELINE WAS EXPOSED FOR EVALUATION AND LEAK WAS DETECTED IN THE WELDED SEAM OF THE PIPELINE. THE SECTION WAS REMOVED AND REPLACED WITH NEW PIPE."
19940132	18718	SUN PIPELINE CO	Yes	19940508	2140	PA	INDIANA	 	No	 	No	"APPROX 2.5 MI N OF THE TOWN OF ROBINSON, INDIANA COUNTY, PA.  FROM THE INTERSECTION OF RTES 22 & 259, PROCEED S ON RTE 259 FOR APPROX 1 MI; INCIDENT WAS APPROX"	LINE PIPE	PIPE	 	1935	OTHER	 	0	0	0	0	0	0	650000	GASOLINE	2911135	1	537	112	No	No	8	0.32	35000	WELDED	BELOW GROUND	1200	355	No	0	0	7	90	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	KEVIN D. FULMER	2159773350	 	0	19940607	"CONTROL ROOM RECEIVED A CALL AT 2140 HOURS ON 05/08/94 FROM THE INDIANA COUNTY HAZMAT TEAM OF A GASOLINE LEAK IN WEST WHEATFIELD TOWNSHIP, INDIANA COUNTY, PA. WITHIN FOUR HOURS OF THIS NOTIFICATION, SPL, CONTRACTORS & LOCAL RESPONDERS HAD CONTAINED THE LEAK. THE US ENVIRONMENTAL PROTECTION AGENCY AND THE PENNSYLVANIA DER, WHO HAD OVERSIGHT RESPONSIBILITY FOR THE CLEANUP OF THIS INCIDENT, LAUDED OUR EMERGENCY RESPONSE AND SUBSEQUENT REMEDIATION EFFORTS. THE PIPELINE WAS NOT OPERATING AT THE TIME OF THE LEAK, BUT WAS ""LAID-DOWN"" UNDERPRESSURE (372 PSI AT DELMONT TERMINAL) WITH PREMIUM GASOLINE. LINE WAS INACTIVE DUE TO A PLANNED ""SHUT-DOWN""  PART B- APPROXIMATELY 2.5 MILES NORTH OF THETOWN OF ROBINSON, INDIANA COUNTY, PA. FROM THE INTERSECTION OF ROUTES 22 AND259, PROCEED SOUTH ON ROUTE 259 FOR APPROXIMATELY ONE MILE; INCIDENT WAS APPROXIMATELY 3000 FEET WEST OF THIS LOCATION. PART D- TO BE DETERMINED FROM LABANALYSIS OF PIPE; INFORMATION TO BE SUBMITTED IN A SUPPLEMENTAL REPORT."
19940134	12127	MARATHON PIPE LINE CO	Yes	19940326	730	IL	CLAY	 	No	 	No	"MARATHON PIPE LINE COMPANY'S BIBLE GROVE STATION LOCATED IN THE NE 1/4 OF THE NW 1/4 OF SEC.4, TOWNSHIP 5N, RANGE 7E, CLAY COUNTY, IL"	PUMPING STATION	PUMP	 	1960	OTHER	PACKING GLAND FAILURE ON	0	0	0	0	0	0	6063	CRUDE OIL	1311110	1	3	3	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOSPEH A. FISHER	4194213201	 	0	19940607	"AT APPROXIMATELY 0730 CENTRAL STANDARD TIME ON MARCH 26,1994, THE PACKING GLAND FAILED ON AN INJECTION PUMP ON A 4"" CRUDE LINE CONNECTED TO MARATHON PIPELINE COMPANY'S (MPLC'S) #2-20"" CRUDE LINE. APPROXIMATELY 3 BBL. OF CRUDE OILWAS RELEASED FROM THE PACKING GLAND, SPREAD OVER AN AREA OF APPROXIMATELY 1250 SQUARE FEET OF GRAVEL AND DRY DITCH IN THE VICINITY OF THE PUMP. WHEN THE RELEASE WAS DISCOVERED, THE PUMP WAS IMMEDIATELY SHUT DOWN; IT WAS THEN ISOLATED FROM THE SYSTEM, REPAIRED, AND RETURNED TO SERVICE. MOST OF THE FREE CRUDE OIL WAS RECOVERED BY VACUUM TRUCK AND RETURNED TO THE PIPE LINE SYSTEM. THEREMAINDER WAS RECOVERED BY SORBENT BOOMS AND PADS, AND SURFACE SCRAPING OF THE AFFECTED AREA. THE ILLINOIS EMERGENCY MANAGEMENT AGENCY WAS NOTIFIED OF THE RELEASE ON THE DAY OF OCCURRENCE. THE NATIONAL RESPONSE CENTER WAS NOTIFIEDON MAY 19, 1994 WHEN IT WAS DETERMINED THAT THE CLEANUP CONTRACTORS' INVOICES HAD EXCEEDED $5,000.00. PART D- PACKING LAND FAILURE ON PUMP."
19940135	15786	PORTLAND PIPELINE CORP	Yes	19940524	1235	VT	ESSEX	VICTORY	No	 	No	 	LINE PIPE	PIPE	 	1965	OTHER	CRACK ON DENT	0	0	0	0	0	0	50000	CRUDE OIL	1311110	1	1	1	No	No	24	0.28	52000	WELDED	BELOW GROUND	747	700	Yes	24	934	0	65	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	R.C. WINK	2077670449	 	0	19940614	"APPROXIMATELY ONE BARREL OF OIL LEAKED FROM THE 24-INCH PIPELINE BECAUSE OF A SMALL CRACK CAUSED BY THE PIPELINE RESTING ON A LARGE BOULDER. THE CRACK OCCURRED IN AN AREA WHERE SUBSTANDARD BACKFILL EXISTED. THE MOVEMENT OF THE BOULDER, DUE TO THE FROST HEAVES, MOVED THE BOULDER TO A POINT WHERE THE PIPELINE WAS DENTED BY THE BOULDER. THE LEAK WAS STOPPED BY TEMPORARILY INSTALLING AMECHANICAL CLAMP AROUND THE PIPELINE. WORK CREWS ARE CURRENTLY REMOVING UNSATISFACTORY MATERIAL FROM THE IMMEDIATE AREA AND REPLACING WITH COMPACTED SANDFILLS. PERMANENT REPAIR OF THE DEFECT IS BEING PLANNED FOR THE SUMMER, 1994.REPAIR WILL BE A MAIN LINE CUT-OUT OF THE DEFECT. PART D - CRACK IN A DENT CAUSED BY PIPELINE RESTING ON A LARGE BOULDER."
19940137	22610	WILLIAMS PIPELINE CO	Yes	19940518	300	KS	WYANDOTTE	KANSAS CITY	No	 	No	"LOCATED AT 45TH STREET APPROXIMATELY 400'NORTH OF GEORGIA AVE. IN THE NE QUARTER OF SEC 36, TOWNSHIP 10S, RANGE 24E IN WYANDOTTE COUNTY, KANSAS."	LINE PIPE	PIPE	 	1946	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	100000	GASOLINE	2911135	3	33	26	No	No	8	0.2	35000	WELDED	BELOW GROUND	1150	260	Yes	8	1532	0	87	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	STEVEN S. BALL	9185883850	 	0	19940613	"ON MAY 17, 1994 AT APPROX. 0847 HOURS, VICKI BEACH, WILLIAMS PIPE LINE (WPL)REGIONAL ADMINISTRATIVE COORDINATOR, RECEIVED A CALL FROM THE KANSAS CITY WATER AND SEWER DEPARTMENT ABOUT THE APPARENT PRESENCE OF GASOLINE IN THEIR SEWER SYSTEM. AT 0850 HURSK WPL'S AREA MAINTENANCE SUPERVISOR WAS DISPATCHED TO THE SITE AND CONFIRMED THE PRESENCE OF GASOLINE AT 0901 HOURS. WPL""S OPERATIONS CONTROL WAS IMMEDIATELY NOTIFIED OF THE SITUATION AND ALL ACTIVE LINES IN THE CORRIDOR WERE SHUT DOWN. AT APPROX. 0930 HOURS, WPL EMERGENCY RESPONDERS HAD A BACKHOE AND EMERGENCY RESPONSE EQUIPMENT IN PLACE, AND BY 1130 HOURS THE MAINLINE VALVES WERE CLOSED TO ISOLATE THE LEAK SITE. AT APPROX. 0300 HOURS, MAY 18, 1994, A PINHOLE SIZE LEAK, CAUSED BY EXTERNAL CORROSION, WAS DISCOVERED. THE WPL AREA MAINTENANCE CREW PLACED A TEMPORARY PATCH ON THE PIPELINE AT APPROX. 0400 HOURS AND BY 1500 HOURS THE WPL CREW HAD INSTALLED TWO (2) PATCHES AND FULL SLEEVE ON THE PIPELINE TO PERMANENTLY REPAIR THE CORRODED AREA. AN ANALYSIS OF THE LEAK OCCURENCE INDICATED THAT APPROX. 33 BARRELS OF GASOLINE HAD LEAKED FROM THE PIPELINE OF WHICH 26 BARRELS WERE RECOVERED THROUGH CONTAMINATED SOIL EXCAVATION. THE CLEANUP EFFORT WAS COORDINATED WITH THE KANSAS CITY FIRE DEPARTMENT, KANSAS OFFICE OF EMERGENCY MANAGEMENT, FEDERAL DOT,THE KANSAS DEPARTMENT OF HEALTH AND ENVIRONMENT AND THE EPA."
19940138	12127	MARATHON PIPE LINE CO	Yes	19940523	1145	IL	EFFINGHAM	 	No	 	No	"1 MILE WEST OF MONTROSE, IL SEC 10, T8N,R7E"	LINE PIPE	OTHER	WELD FAILURE	1952	FAILED WELD	 	0	0	0	0	0	0	19593	TRANSMIX (PART. REFINED PETRO)	2911735	3	1	0	No	No	10	0.31	0	WELDED	BELOW GROUND	1189	0	Yes	8	1509	8	88	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	JOSEPH A. FISHER	4194213201	 	0	19940622	"PART D- FAILURE IN A WELD OF PREVIOUS REPAIR MADE IN 1962. PART K- AT APPROXIMATELY 11:45 A.M. CST MARATHON PIPE LINE COMPANY (MPLC) PERSONNEL AT THE PATOKA STATION WEE NOTIFIED BY THE AERIAL PATROL OF A POSSIBLE RELEASE IN THE AREA OF ROW 710. THE PILOT NOTICED A ""WET SPOT"" IN A CULTIVATED FIELD. LOCAL MPLC PERSONNEL WERE DISPATCHED AND ARRIVED IN THE AREA OF THE SUSPECTED RELEASEAT 12:45 P.M. CST.AT 01:15 P.M. CST A RELEASE FROM THE #1-10"" PRODUCTS PIPELINE WAS CONFIRMED IN A CULTIVATED FIELD COVERING AN AREA OF APPROXIMATELY 10 FEET BY 2 FEET. NO FREE PRODUCT WAS PRESENT AND NO WATER WAS IMPACTED BY THE RELESE. THE EXACT TIME OF THE FAILURE IS NOT KNOWN THEREFORE THE PRESSURE AT THE LOCATION AT THE TIME OF THE FAILURE IS UNABLE TO BE DETERMINED. THE LINE WAS PLACED INTO A NORMAL SHUT DOWN MODE AT 08:22 A.M. CST DUE TO SCHEDULING CONSTRAINTS. PRIOR TO THE SHUT DOWN THE LINE WAS IN NORMAL OPERATION AT A PRESSURE 503 PSIG AT THIS LOCATION BASED ON SCADA INFORMATION AND ELEVATION CONSIDERATIONS. AT THE TIME OF DISCOVERY THE PRESSURE AT THE LOCATION OF THE RELEASE WAS ESTIMATED AT 236 PSIG. THE SOURCE OF THE RELEASE WAS A FAILURE IN A WELD TO A PREVIOUS INSTALLED HALF SOLE REPAIR MADE IN 1962. A CLAMP WAS INSTALLED TO TEMPORARILY SEAL THE FAILURE ON MAY 23, 1994 TO ALLOW MOVEMENT OF FUEL OIL INTO THE REPAIR AREA. ON MAY 26, 1994, 117 FEET OF PIPE WAS CUT OUT AND REPLACED WITH TESTED 10"" 0.365 WALL X42 PIPE AS A PERMANENT REPAIR."
19940139	10319	KOCH GATHERING SYSTEMS INC	No	19940522	600	OK	OKLAHOMA	 	No	 	No	"KOCH GATHERING - OKLAHOMA CITY STATION; NE 10TH ST AND SOONER ROAD OKLAHOMA CITY, OK"	TANK FARM	TANK	 	0	OTHER	MISCALCULATED VOLUMES	0	0	0	0	0	0	4200	CRUDE OIL	1311110	1	900	899	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	CODY PRESGROVE	4058784125	 	0	19940621	"INTERFACE BETWEEN OIL AND WATER WAS NOT CAUGHT IN TIME WHILE DEWATERING A HYDROSTATIC TEST. THE OIL WAS CONTAINED IN THE TANK DIKE. APPROXIMATELY 900 BARRELS WAS RELEASED WITH APPROXIMATELY 899 BARRELS RECOVERED. NATIONAL RESPONSECONFIRMAION NUMBER 240470. PART D - DURING DEWATERING PROCESS, VOLUMES WERE MISCALCULATED."
19940141	12452	MID - AMERICA PIPELINE CO (MAPCO)	Yes	19940517	820	UT	SAN JUAN	 	No	 	No	"SW QUARTER OF SECTION 22, TOWNSHIP 30 S., RANGE E. SAN JUAN COUNTY, UTAH, SLB & M SURVEY"	PUMPING STATION	OTHER	RELIEF VALVE	1993	MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT	 	0	0	0	0	0	0	1487	NATURAL GAS LIQUID	4908176	3	86	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	LARRY D. SMITH	9185811800	 	0	19940617	CONTROL EQUIPMENT FAILURE RESULTED IN THE CLOSURE OF THE METER RUN CONTROL VALVE. THE RESULTING PRESSURE SURGE ACTIVATED THE METER SKID THERMAL RELIEF VALVE WHICH SUBSEQUENTLY FAILED TO RESEAT. THE CONTROL EQUIPMENT AND RELIEF VAVE WERE REPLACED.
19940142	19237	"TEXAS EASTERN PRODUCT PIPELINE CO., LP"	Yes	19940528	1212	TX	PANOLA	CARTHAGE	No	 	No	"SOUTH SIDE OF U.S. HIGHWAY 79, 3.4 MILES EAST OF INTERSECTION WITH CARTHAGE LOOP 455"	PUMPING STATION	OTHER	TEMPORARY BLIND FLANGE	1994	OTHER	NOT GIVEN	0	0	0	0	0	0	7000	DIESEL FUEL	2911315	3	252	250	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0		NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	WILLIAM L. THACKER	7137593500	 	0	19940616	"IMPROPER ALIGNMENT OF THE UPPER AND LOWER SECTIONS OF A PUMP CASE RESULTED IN THE RELEASE OF HIGH SULPHUR DIESEL FUEL. UPON DISCOVERY, TEPPCO'S PIPELINE CONTROL PERSONNEL TOOK IMMEDIATE STEPS TO RELIEVE THE PRESSURE FROM THE PUMP.APPROXIMATELY 252 BARRELS OF PRODUCT MIGRATED TO THE TERMINAL SKIMMER/CONTAINMENT POND. 250 BBLS WERE RECOVERED. APPROXIMATELY 2 BBLS WERE LOST TO ABSORPTION. THIS AREA IS CURRENTLY BEING REMEDIATED IN-SITE."
