X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-13505700.1492,4358470.1049,8640,5,101,,MON,,61.583,,JCT. RTE. 146 EAST,4100.0,43500.0,39500.0,3750.0,41000.0,37000.0
-13507182.3224,4360148.1055,8641,5,101,,MON,,62.696,,NORTH SOLEDAD,3750.0,41000.0,37000.0,4900.0,54000.0,50000.0
-13507216.5035,4360172.2848,8642,5,101,,MON,,62.696,,NORTH SOLEDAD,3750.0,41000.0,37000.0,4900.0,54000.0,50000.0
-13510049.243,4362591.7462,8643,5,101,,MON,,64.63,,CAMPHORA,4900.0,54000.0,50000.0,4550.0,53000.0,49000.0
-13510065.9602,4362573.3768,8644,5,101,,MON,,64.63,,CAMPHORA,4900.0,54000.0,50000.0,4550.0,53000.0,49000.0
-13512812.2902,4364788.8922,8645,5,101,,MON,,66.398,,SOLEDAD PRISON,4550.0,53000.0,49000.0,4950.0,55000.0,51000.0
-13512827.8282,4364770.3059,8646,5,101,,MON,,66.398,,SOLEDAD PRISON,4550.0,53000.0,49000.0,4950.0,55000.0,51000.0
-13517214.7786,4368721.214,8647,5,101,,MON,,69.372,,GLORIA ROAD,4950.0,55000.0,51000.0,4700.0,53000.0,48500.0
-13517244.7112,4368722.6718,8648,5,101,,MON,,69.372,,GLORIA ROAD,4950.0,55000.0,51000.0,4700.0,53000.0,48500.0
-13518365.175,4371488.2325,8649,5,101,,MON,,70.859,,JOHNSON CANYON ROAD/ 5TH STREET,4700.0,53000.0,48500.0,4950.0,56000.0,51000.0
-13518387.3285,4371469.1617,8650,5,101,,MON,,70.859,,JOHNSON CANYON ROAD/ 5TH STREET,4700.0,53000.0,48500.0,4950.0,56000.0,51000.0
-13521328.1311,4372916.6757,8651,5,101,,MON,,72.605,,NORTH GONZALES,4950.0,56000.0,51000.0,5300.0,62000.0,55000.0
-13521327.1146,4372887.6103,8652,5,101,,MON,,72.605,,NORTH GONZALES,4950.0,56000.0,51000.0,5300.0,62000.0,55000.0
-13527311.7328,4379258.8766,8653,5,101,,MON,,76.973,,MAIN STREET,5300.0,62000.0,55000.0,5500.0,63000.0,56000.0
-13527331.1411,4379244.4659,8654,5,101,,MON,,76.973,,MAIN STREET,5300.0,62000.0,55000.0,5500.0,63000.0,56000.0
-13534880.6504,4387254.1711,8655,5,101,,MON,,82.469,,SPENCE,5500.0,63000.0,56000.0,4150.0,49000.0,42500.0
-13534947.0247,4387223.3018,8656,5,101,,MON,,82.469,,SPENCE,5500.0,63000.0,56000.0,4150.0,49000.0,42500.0
-13538984.78,4391937.6967,8657,5,101,,MON,,85.624,,"SALINAS, AIRPORT BOULEVARD",4150.0,49000.0,42500.0,4500.0,53000.0,46000.0
-13539009.4894,4391916.9658,8658,5,101,,MON,,85.624,,"SALINAS, AIRPORT BOULEVARD",4150.0,49000.0,42500.0,4500.0,53000.0,46000.0
-13539566.769,4392747.6839,8659,5,101,,MON,,86.123,,"SALINAS, SANBORN ROAD",4400.0,53000.0,46000.0,4800.0,59000.0,50000.0
-13539573.9709,4392724.4477,8660,5,101,,MON,,86.123,,"SALINAS, SANBORN ROAD",4400.0,53000.0,46000.0,4800.0,59000.0,50000.0
-13540787.9876,4393322.3509,8661,5,101,,MON,,86.815,,"SALINAS, JCT. RTE. 68",4800.0,59000.0,50000.0,6400.0,70000.0,66000.0
-13540823.3082,4393332.888,8662,5,101,,MON,,86.815,,"SALINAS, JCT. RTE. 68",4800.0,59000.0,50000.0,6400.0,70000.0,66000.0
-13541035.6985,4394249.3043,8663,5,101,,MON,,87.297,,"SALINAS, EAST MARKET STREET",6400.0,70000.0,66000.0,7000.0,77000.0,73000.0
-13541060.6702,4394261.9798,8664,5,101,,MON,,87.297,,"SALINAS, EAST MARKET STREET",6400.0,70000.0,66000.0,7000.0,77000.0,73000.0
-13542296.1004,4395574.7898,8665,5,101,,MON,R,88.244,,"SALINAS, JCT. RTE. 183",7000.0,77000.0,73000.0,6900.0,76000.0,72000.0
-13542300.2293,4395551.8593,8666,5,101,,MON,R,88.244,,"SALINAS, JCT. RTE. 183",7000.0,77000.0,73000.0,6900.0,76000.0,72000.0
-13543616.9389,4397070.8811,8667,5,101,,MON,R,89.265,,WEST LAUREL DRIVE,6900.0,75000.0,72000.0,6300.0,72000.0,64000.0
-13543645.8201,4397068.9013,8668,5,101,,MON,R,89.265,,WEST LAUREL DRIVE,6900.0,75000.0,72000.0,6300.0,72000.0,64000.0
-13543096.5817,4400431.1278,8669,5,101,,MON,R,91.012,,BORONDA ROAD,6300.0,72000.0,64000.0,5900.0,69000.0,61000.0
-13543129.8594,4400434.8026,8670,5,101,,MON,R,91.012,,BORONDA ROAD,6300.0,72000.0,64000.0,5900.0,69000.0,61000.0
-13543144.5609,4403428.4508,8671,5,101,,MON,,92.19,,SALA ROAD,5900.0,69000.0,61000.0,6500.0,74000.0,66000.0
-13543170.6464,4403429.0358,8672,5,101,,MON,,92.19,,SALA ROAD,5900.0,69000.0,61000.0,6500.0,74000.0,66000.0
-13543963.0329,4409823.1762,8673,5,101,,MON,,95.437,,"PRUNEDALE JUNCTION, JCT. RTE. 156 WEST",6500.0,74000.0,66000.0,8100.0,89000.0,84000.0
-13543980.9836,4409815.1642,8674,5,101,,MON,,95.437,,"PRUNEDALE JUNCTION, JCT. RTE. 156 WEST",6500.0,74000.0,66000.0,8100.0,89000.0,84000.0
-13543590.6791,4411174.4205,8675,5,101,,MON,,96.14,,SAN MIGUEL CANYON ROAD,8100.0,89000.0,84000.0,6400.0,72000.0,66000.0
-13543602.7496,4411193.8387,8676,5,101,,MON,,96.14,,SAN MIGUEL CANYON ROAD,8100.0,89000.0,84000.0,6400.0,72000.0,66000.0
-13539794.4933,4419183.6775,8677,5,101,,MON,,101.316,,MONTEREY/SAN BENITO COUNTY LINE,6200.0,70000.0,64000.0,,,
-13539804.3549,4419196.862,8678,5,101,,MON,,101.316,,MONTEREY/SAN BENITO COUNTY LINE,6200.0,70000.0,64000.0,,,
-13539794.4933,4419183.6775,8679,5,101,,SBT,,0.0,,MONTEREY/SAN BENITO COUNTY LINE,,,,6200.0,70000.0,64000.0
-13539804.3549,4419196.862,8680,5,101,,SBT,,0.0,,MONTEREY/SAN BENITO COUNTY LINE,,,,6200.0,70000.0,64000.0
-13532161.925,4422743.3447,8681,5,101,,SBT,R,4.898,,JCT. RTE. 129 WEST,5600.0,61000.0,56000.0,5400.0,63000.0,59000.0
-13532184.1584,4422751.528,8682,5,101,,SBT,R,4.898,,JCT. RTE. 129 WEST,5600.0,61000.0,56000.0,5400.0,63000.0,59000.0
-13531617.7763,4425828.6291,8683,5,101,,SBT,R,6.485,,LOMERIAS,5300.0,63000.0,59000.0,5300.0,63000.0,59000.0
-13531642.0227,4425827.8031,8684,5,101,,SBT,R,6.485,,LOMERIAS,5300.0,63000.0,59000.0,5300.0,63000.0,59000.0
-13530657.652,4427594.1741,8685,5,101,,SBT,,7.55,,SAN BENITO/SANTA CLARA COUNTY LINE,5200.0,63000.0,59000.0,,,
-13530668.0756,4427597.6416,8686,5,101,,SBT,,7.55,,SAN BENITO/SANTA CLARA COUNTY LINE,5200.0,63000.0,59000.0,,,
-13530657.652,4427594.1741,8687,4,101,,SCL,,0.028,,SAN BENITO/SANTA CLARA COUNTY LINE,,,,5000.0,64000.0,59000.0
-13530668.0756,4427597.6416,8688,4,101,,SCL,,0.028,,SAN BENITO/SANTA CLARA COUNTY LINE,,,,5000.0,64000.0,59000.0
-13530991.1084,4433714.6031,8689,4,101,,SCL,,3.16,,JCT. RTE. 25 EAST,5000.0,64000.0,59000.0,5900.0,85000.0,81000.0
-13531015.1869,4433706.8237,8690,4,101,,SCL,,3.16,,JCT. RTE. 25 EAST,5000.0,64000.0,59000.0,5900.0,85000.0,81000.0
-13531807.9955,4437245.2917,8691,4,101,,SCL,R,4.942,,MONTEREY ROAD,5900.0,85000.0,81000.0,5900.0,81000.0,79000.0
-13531845.7946,4437258.4581,8692,4,101,,SCL,R,4.942,,MONTEREY ROAD,5900.0,85000.0,81000.0,5900.0,81000.0,79000.0
-13531588.2589,4439535.7703,8693,4,101,,SCL,R,6.08,,"GILROY, JCT. RTE. 152 EAST",5900.0,81000.0,79000.0,8000.0,107000.0,104000.0
-13531626.3534,4439520.4331,8694,4,101,,SCL,R,6.08,,"GILROY, JCT. RTE. 152 EAST",5900.0,81000.0,79000.0,8000.0,107000.0,104000.0
-13532720.253,4442237.5668,8695,4,101,,SCL,R,7.532,,"GILROY, NORTH JCT. RTE. 152 WEST",8000.0,107000.0,104000.0,8600.0,125000.0,116000.0
-13532759.3353,4442223.6615,8696,4,101,,SCL,R,7.532,,"GILROY, NORTH JCT. RTE. 152 WEST",8000.0,107000.0,104000.0,8600.0,125000.0,116000.0
-13534713.3239,4447394.4905,8697,4,101,,SCL,R,10.27,,MASTEN AVENUE,8600.0,125000.0,116000.0,8900.0,130000.0,122000.0
-13534749.8003,4447377.2589,8698,4,101,,SCL,R,10.27,,MASTEN AVENUE,8600.0,125000.0,116000.0,8900.0,130000.0,122000.0
-13536365.1899,4451506.0894,8699,4,101,,SCL,R,12.46,,SAN MARTIN,8900.0,130000.0,122000.0,8700.0,131000.0,123000.0
-13536402.1527,4451489.0592,8700,4,101,,SCL,R,12.46,,SAN MARTIN,8900.0,130000.0,122000.0,8700.0,131000.0,123000.0
-13539362.2879,4455757.0641,8701,4,101,,SCL,R,15.069,,TENNANT AVENUE,8700.0,131000.0,123000.0,9200.0,134000.0,126000.0
-13539398.183,4455738.7776,8702,4,101,,SCL,R,15.069,,TENNANT AVENUE,8700.0,131000.0,123000.0,9200.0,134000.0,126000.0
-13540168.9335,4457467.8716,8703,4,101,,SCL,R,16.006,,EAST DUNNE AVENUE,9200.0,134000.0,126000.0,9900.0,144000.0,138000.0
-13540203.9534,4457450.0887,8704,4,101,,SCL,R,16.006,,EAST DUNNE AVENUE,9200.0,134000.0,126000.0,9900.0,144000.0,138000.0
-13542277.1299,4460463.1648,8705,4,101,,SCL,R,17.82,,"MORGAN HILL, COCHRANE ROAD",9900.0,144000.0,138000.0,10200.0,149000.0,144000.0
-13542308.9285,4460437.0728,8706,4,101,,SCL,R,17.82,,"MORGAN HILL, COCHRANE ROAD",9900.0,144000.0,138000.0,10200.0,149000.0,144000.0
-13555265.1795,4472898.0954,8707,4,101,,SCL,R,26.78,,"SAN JOSE, JCT. RTE. 85",10800.0,153000.0,142000.0,10800.0,153000.0,142000.0
-13555327.4549,4472902.4785,8708,4,101,,SCL,R,26.78,,"SAN JOSE, JCT. RTE. 85",10800.0,153000.0,142000.0,10800.0,153000.0,142000.0
-13558274.7691,4475019.7367,8709,4,101,,SCL,R,28.609,,"SAN JOSE, JCT. RTE. 82 NORTH",8500.0,121000.0,113000.0,10900.0,155000.0,146000.0
-13558326.7232,4475020.3231,8710,4,101,,SCL,R,28.609,,"SAN JOSE, JCT. RTE. 82 NORTH",8500.0,121000.0,113000.0,10900.0,155000.0,146000.0
-13559637.4231,4478459.2362,8711,4,101,,SCL,,30.097,,HELLYER AVENUE,10900.0,155000.0,146000.0,11400.0,162000.0,153000.0
-13559672.2956,4478456.8002,8712,4,101,,SCL,,30.097,,HELLYER AVENUE,10900.0,155000.0,146000.0,11400.0,162000.0,153000.0
-13560564.5686,4481453.5365,8713,4,101,,SCL,,31.695,,"SAN JOSE, CAPITOL EXPRESSWAY",12400.0,177000.0,166000.0,15900.0,226000.0,213000.0
-13560589.6085,4481431.8552,8714,4,101,,SCL,,31.695,,"SAN JOSE, CAPITOL EXPRESSWAY",12400.0,177000.0,166000.0,15900.0,226000.0,213000.0
-13562212.6896,4483598.2073,8715,4,101,,SCL,,33.034,,"SAN JOSE, TULLY ROAD",15900.0,226000.0,213000.0,19700.0,281000.0,264000.0
-13562235.7376,4483575.3536,8716,4,101,,SCL,,33.034,,"SAN JOSE, TULLY ROAD",15900.0,226000.0,213000.0,19700.0,281000.0,264000.0
-13564490.7189,4486562.045,8717,4,101,,SCL,,34.87,,"SAN JOSE, JCT. RTE. 280 WEST, JCT. RTE. 680 NORTH",19700.0,281000.0,264000.0,13000.0,186000.0,177000.0
-13564516.6748,4486542.0249,8718,4,101,,SCL,,34.87,,"SAN JOSE, JCT. RTE. 280 WEST, JCT. RTE. 680 NORTH",19700.0,281000.0,264000.0,13000.0,186000.0,177000.0
-13565571.1369,4488000.4906,8719,4,101,,SCL,R,35.759,,"SAN JOSE, JCT. RTE. 130 EAST",13000.0,186000.0,177000.0,12500.0,182000.0,173000.0
-13565594.2364,4487979.4556,8720,4,101,,SCL,R,35.759,,"SAN JOSE, JCT. RTE. 130 EAST",13000.0,186000.0,177000.0,12500.0,182000.0,173000.0
-13566070.8705,4488605.2607,8721,4,101,,SCL,R,36.144,,"SAN JOSE, MC KEE ROAD",12500.0,182000.0,173000.0,11800.0,172000.0,164000.0
-13566087.6287,4488581.9128,8722,4,101,,SCL,R,36.144,,"SAN JOSE, MC KEE ROAD",12500.0,182000.0,173000.0,11800.0,172000.0,164000.0
-13568901.6993,4489841.1219,8723,4,101,,SCL,,37.726,,"SAN JOSE, OAKLAND ROAD",11800.0,172000.0,164000.0,12400.0,180000.0,172000.0
-13568897.1962,4489813.0218,8724,4,101,,SCL,,37.726,,"SAN JOSE, OAKLAND ROAD",11800.0,172000.0,164000.0,12400.0,180000.0,172000.0
-13570052.1402,4490005.5141,8725,4,101,,SCL,,38.3,,"SAN JOSE, JCT. RTE. 880",12400.0,180000.0,172000.0,9200.0,135000.0,128000.0
-13570061.4488,4489971.7853,8726,4,101,,SCL,,38.3,,"SAN JOSE, JCT. RTE. 880",12400.0,180000.0,172000.0,9200.0,135000.0,128000.0
-13570812.5089,4490626.8402,8727,4,101,,SCL,,38.8,,"SAN JOSE, NORTH FOURTH STREET CONNECTIONS",9200.0,135000.0,128000.0,8400.0,122000.0,116000.0
-13570834.4378,4490606.3251,8728,4,101,,SCL,,38.8,,"SAN JOSE, NORTH FOURTH STREET CONNECTIONS",9200.0,135000.0,128000.0,8400.0,122000.0,116000.0
-13571721.307,4491064.5969,8729,4,101,,SCL,,39.285,,"SAN JOSE, NORTH FIRST STREET",8400.0,122000.0,116000.0,8800.0,129000.0,123000.0
-13571704.3581,4491032.8689,8730,4,101,,SCL,,39.285,,"SAN JOSE, NORTH FIRST STREET",8400.0,122000.0,116000.0,8800.0,129000.0,123000.0
-13572968.906,4491353.6106,8731,4,101,,SCL,,39.925,,JCT. RTE. 87,8800.0,129000.0,123000.0,12500.0,186000.0,177000.0
-13572968.0293,4491324.9066,8732,4,101,,SCL,,39.925,,JCT. RTE. 87,8800.0,129000.0,123000.0,12500.0,186000.0,177000.0
-13574480.2479,4491761.3304,8733,4,101,,SCL,,40.701,,"SAN JOSE, DE LA CRUZ BOULEVARD/TRIMBLE ROAD",12500.0,186000.0,177000.0,11200.0,166000.0,153000.0
-13574493.2791,4491737.2879,8734,4,101,,SCL,,40.701,,"SAN JOSE, DE LA CRUZ BOULEVARD/TRIMBLE ROAD",12500.0,186000.0,177000.0,11200.0,166000.0,153000.0
-13576960.9307,4492501.9517,8735,4,101,,SCL,,41.978,,SAN TOMAS EXPRESSWAY,11200.0,166000.0,153000.0,12000.0,177000.0,164000.0
-13576972.5018,4492475.8009,8736,4,101,,SCL,,41.978,,SAN TOMAS EXPRESSWAY,11200.0,166000.0,153000.0,12000.0,177000.0,164000.0
-13578397.6429,4493022.0737,8737,4,101,,SCL,,42.734,,GREAT AMERICA PARKWAY/ BOWERS AVENUE,12000.0,177000.0,164000.0,12000.0,176000.0,158000.0
-13578408.3547,4492992.4452,8738,4,101,,SCL,,42.734,,GREAT AMERICA PARKWAY/ BOWERS AVENUE,12000.0,177000.0,164000.0,12000.0,176000.0,158000.0
-13580520.269,4493786.2642,8739,4,101,,SCL,,43.85,,"SUNNYVALE, LAWRENCE EXPRESSWAY",12000.0,176000.0,158000.0,11600.0,170000.0,152000.0
-13580520.8053,4493754.677,8740,4,101,,SCL,,43.85,,"SUNNYVALE, LAWRENCE EXPRESSWAY",12000.0,176000.0,158000.0,11600.0,170000.0,152000.0
-13582403.1083,4494414.2005,8741,4,101,,SCL,,44.831,,"SUNNYVALE, FAIR OAKS AVENUE",11600.0,170000.0,152000.0,11400.0,168000.0,151000.0
-13582409.9319,4494389.4451,8742,4,101,,SCL,,44.831,,"SUNNYVALE, FAIR OAKS AVENUE",11600.0,170000.0,152000.0,11400.0,168000.0,151000.0
-13584070.7274,4494875.3908,8743,4,101,,SCL,,45.684,,"SUNNYVALE, MATILDA AVENUE",11400.0,168000.0,151000.0,10100.0,148000.0,133000.0
-13584076.0985,4494848.8741,8744,4,101,,SCL,,45.684,,"SUNNYVALE, MATILDA AVENUE",11400.0,168000.0,151000.0,10100.0,148000.0,133000.0
-13584938.1693,4495114.6892,8745,4,101,,SCL,,46.134,,"SUNNYVALE, JCT. RTE. 237",10100.0,148000.0,133000.0,11200.0,164000.0,147000.0
-13584967.9199,4495094.9389,8746,4,101,,SCL,,46.134,,"SUNNYVALE, JCT. RTE. 237",10100.0,148000.0,133000.0,11200.0,164000.0,147000.0
-13586658.8927,4495590.1676,8747,4,101,,SCL,,47.014,,"SUNNYVALE, MOFFETT FIELD /ELLIS STREET",11200.0,164000.0,147000.0,11600.0,166000.0,154000.0
-13586655.742,4495560.0674,8748,4,101,,SCL,,47.014,,"SUNNYVALE, MOFFETT FIELD /ELLIS STREET",11200.0,164000.0,147000.0,11600.0,166000.0,154000.0
-13588362.0894,4496095.7953,8749,4,101,,SCL,,47.891,,"MOUNTAIN VIEW, MOFFETT BOULEVARD",11600.0,166000.0,154000.0,11400.0,157000.0,150000.0
-13588370.7804,4496068.0095,8750,4,101,,SCL,,47.891,,"MOUNTAIN VIEW, MOFFETT BOULEVARD",11600.0,166000.0,154000.0,11400.0,157000.0,150000.0
-13588762.6703,4496246.0157,8751,4,101,,SCL,,48.103,,"MOUNTAIN VIEW, JCT. RTE. 85 SOUTH",11400.0,157000.0,150000.0,16200.0,221000.0,205000.0
-13588769.6658,4496206.9209,8752,4,101,,SCL,,48.103,,"MOUNTAIN VIEW, JCT. RTE. 85 SOUTH",11400.0,157000.0,150000.0,16200.0,221000.0,205000.0
-13590285.5993,4497074.306,8753,4,101,,SCL,,48.974,,"MOUNTAIN VIEW, MIDDLEFIELD ROAD",16000.0,218000.0,202000.0,16000.0,218000.0,202000.0
-13590327.1042,4497070.322,8754,4,101,,SCL,,48.974,,"MOUNTAIN VIEW, MIDDLEFIELD ROAD",16000.0,218000.0,202000.0,16000.0,218000.0,202000.0
-13591267.7242,4497967.8281,8755,4,101,,SCL,,49.611,,"MOUNTAIN VIEW, RENGSTORFF AVENUE",15100.0,206000.0,191000.0,14100.0,192000.0,178000.0
-13591276.9703,4497942.2901,8756,4,101,,SCL,,49.611,,"MOUNTAIN VIEW, RENGSTORFF AVENUE",15100.0,206000.0,191000.0,14100.0,192000.0,178000.0
-13592265.7906,4498998.8968,8757,4,101,,SCL,,50.323,,"PALO ALTO, SAN ANTONIO ROAD",14100.0,192000.0,178000.0,16300.0,222000.0,205000.0
-13592277.7591,4498968.6259,8758,4,101,,SCL,,50.323,,"PALO ALTO, SAN ANTONIO ROAD",14100.0,192000.0,178000.0,16300.0,222000.0,205000.0
-13594660.9167,4501871.4526,8759,4,101,,SCL,,52.17,,EMBARCADERO ROAD/OREGON AVENUE,16300.0,222000.0,205000.0,16500.0,222000.0,199000.0
-13594689.484,4501855.7977,8760,4,101,,SCL,,52.17,,EMBARCADERO ROAD/OREGON AVENUE,16300.0,222000.0,205000.0,16500.0,222000.0,199000.0
-13595208.3896,4502420.6632,8761,4,101,,SCL,,52.55,,SANTA CLARA/SAN MATEO COUNTY LINE,16500.0,222000.0,199000.0,,,
-13595217.2773,4502397.2938,8762,4,101,,SCL,,52.55,,SANTA CLARA/SAN MATEO COUNTY LINE,16500.0,222000.0,199000.0,,,
-13595208.3896,4502420.6632,8763,4,101,,SM,,0.0,,SANTA CLARA/SAN MATEO COUNTY LINE,,,,16500.0,222000.0,199000.0
-13595217.2773,4502397.2938,8764,4,101,,SM,,0.0,,SANTA CLARA/SAN MATEO COUNTY LINE,,,,16500.0,222000.0,199000.0
-13596670.1716,4503510.0073,8765,4,101,,SM,,0.89,,"EAST PALO ALTO, UNIVERSITY AVENUE",16500.0,222000.0,199000.0,14400.0,202000.0,186000.0
-13596656.6204,4503462.3537,8766,4,101,,SM,,0.89,,"EAST PALO ALTO, UNIVERSITY AVENUE",16500.0,222000.0,199000.0,14400.0,202000.0,186000.0
-13598252.4676,4504678.8653,8767,4,101,,SM,,1.869,,JCT. RTE. 114,14400.0,202000.0,186000.0,12300.0,181000.0,172000.0
-13598259.3582,4504654.6254,8768,4,101,,SM,,1.869,,JCT. RTE. 114,14400.0,202000.0,186000.0,12300.0,181000.0,172000.0
-13601081.2838,4506704.7854,8769,4,101,,SM,,3.592,,"MENLO PARK, MARSH ROAD",12300.0,181000.0,172000.0,13000.0,193000.0,183000.0
-13601097.4275,4506685.7183,8770,4,101,,SM,,3.592,,"MENLO PARK, MARSH ROAD",12300.0,181000.0,172000.0,13000.0,193000.0,183000.0
-13604678.5068,4507493.6316,8771,4,101,,SM,,5.385,,"REDWOOD CITY, JCT. RTE. 84",13000.0,193000.0,183000.0,13800.0,195000.0,194000.0
-13604689.9271,4507476.2945,8772,4,101,,SM,,5.385,,"REDWOOD CITY, JCT. RTE. 84",13000.0,193000.0,183000.0,13800.0,195000.0,194000.0
-13606923.2978,4508525.9661,8773,4,101,,SM,,6.623,,"REDWOOD CITY, WHIPPLE AVENUE",13800.0,195000.0,194000.0,15600.0,229000.0,223000.0
-13606930.6563,4508507.9538,8774,4,101,,SM,,6.623,,"REDWOOD CITY, WHIPPLE AVENUE",13800.0,195000.0,194000.0,15600.0,229000.0,223000.0
-13609484.7828,4510997.5814,8775,4,101,,SM,,8.401,,HOLLY STREET,15600.0,229000.0,223000.0,15300.0,224000.0,217000.0
-13609497.8087,4510979.8491,8776,4,101,,SM,,8.401,,HOLLY STREET,15600.0,229000.0,223000.0,15300.0,224000.0,217000.0
-13611041.5637,4512733.1931,8777,4,101,,SM,,9.552,,"BELMONT, RALSTON AVENUE",15300.0,224000.0,217000.0,15800.0,232000.0,226000.0
-13611059.8278,4512716.7322,8778,4,101,,SM,,9.552,,"BELMONT, RALSTON AVENUE",15300.0,224000.0,217000.0,15800.0,232000.0,226000.0
-13613021.5921,4515295.666,8779,4,101,,SM,,11.147,,"SAN MATEO, EAST HILLSDALE BOULEVARD",15800.0,232000.0,226000.0,13000.0,190000.0,185000.0
-13613042.1797,4515280.5162,8780,4,101,,SM,,11.147,,"SAN MATEO, EAST HILLSDALE BOULEVARD",15800.0,232000.0,226000.0,13000.0,190000.0,185000.0
-13613918.0512,4516511.9879,8781,4,101,,SM,,11.895,,"SAN MATEO, JCT. RTE. 92",13000.0,190000.0,185000.0,16000.0,234000.0,228000.0
-13613950.2799,4516506.2558,8782,4,101,,SM,,11.895,,"SAN MATEO, JCT. RTE. 92",13000.0,190000.0,185000.0,16000.0,234000.0,228000.0
-13614936.7383,4517837.6492,8783,4,101,,SM,,12.69,,"SAN MATEO, KEHOE AVENUE CONNECTION",16000.0,234000.0,228000.0,16500.0,251000.0,239000.0
-13614954.9449,4517824.8874,8784,4,101,,SM,,12.69,,"SAN MATEO, KEHOE AVENUE CONNECTION",16000.0,234000.0,228000.0,16500.0,251000.0,239000.0
-13615922.0298,4518987.664,8785,4,101,,SM,,13.461,,"SAN MATEO, THIRD AVENUE",16500.0,251000.0,239000.0,16500.0,241000.0,238000.0
-13615938.1009,4518968.6673,8786,4,101,,SM,,13.461,,"SAN MATEO, THIRD AVENUE",16500.0,251000.0,239000.0,16500.0,241000.0,238000.0
-13617080.4128,4520323.9527,8787,4,101,,SM,,14.33,,"SAN MATEO, POPLAR/DORE AVENUE CONNECTIONS",16500.0,241000.0,238000.0,14600.0,225000.0,223000.0
-13617095.8616,4520311.0208,8788,4,101,,SM,,14.33,,"SAN MATEO, POPLAR/DORE AVENUE CONNECTIONS",16500.0,241000.0,238000.0,14600.0,225000.0,223000.0
-13617550.9477,4520882.0123,8789,4,101,,SM,,14.69,,"SAN MATEO, PENINSULA AVENUE",14600.0,225000.0,223000.0,13600.0,221000.0,221000.0
-13617571.1145,4520865.0094,8790,4,101,,SM,,14.69,,"SAN MATEO, PENINSULA AVENUE",14600.0,225000.0,223000.0,13600.0,221000.0,221000.0
-13621174.8153,4521680.7989,8791,4,101,,SM,,16.575,,"BURLINGAME, BROADWAY",13900.0,221000.0,217000.0,14200.0,223000.0,216000.0
-13621181.7087,4521651.4207,8792,4,101,,SM,,16.575,,"BURLINGAME, BROADWAY",13900.0,221000.0,217000.0,14200.0,223000.0,216000.0
-13623315.6735,4523438.0176,8793,4,101,,SM,,17.947,,"MILLBRAE, MILLBRAE AVENUE",14200.0,223000.0,216000.0,14500.0,223000.0,219000.0
-13623332.6876,4523425.0087,8794,4,101,,SM,,17.947,,"MILLBRAE, MILLBRAE AVENUE",14200.0,223000.0,216000.0,14500.0,223000.0,219000.0
-13625126.895,4525006.6011,8795,4,101,,SM,,19.12,,SAN FRANCISCO AIRPORT,13800.0,226000.0,219000.0,13600.0,233000.0,223000.0
-13625156.2003,4524989.0259,8796,4,101,,SM,,19.12,,SAN FRANCISCO AIRPORT,13800.0,226000.0,219000.0,13600.0,233000.0,223000.0
-13625911.6755,4528147.937,8797,4,101,,SM,R,20.719,,"SOUTH SAN FRANCISCO, JCT. RTE. 380 WEST",13600.0,233000.0,223000.0,13700.0,230000.0,221000.0
-13625940.9161,4528138.0266,8798,4,101,,SM,R,20.719,,"SOUTH SAN FRANCISCO, JCT. RTE. 380 WEST",13600.0,233000.0,223000.0,13700.0,230000.0,221000.0
-13626241.3556,4530076.2803,8799,4,101,,SM,,21.691,,SB OFF TO PRODUCE/AIRPORT,12600.0,12600.0,190000.0,13900.0,212000.0,210000.0
-13626266.0461,4530074.3185,8800,4,101,,SM,,21.691,,SB OFF TO PRODUCE/AIRPORT,12600.0,12600.0,190000.0,13900.0,212000.0,210000.0
-13626275.6631,4530552.0613,8801,4,101,,SM,,21.915,,"SOUTH SAN FRANCISCO, GRAND AVENUE",13900.0,212000.0,210000.0,13300.0,200000.0,193000.0
-13626296.5126,4530513.6004,8802,4,101,,SM,,21.915,,"SOUTH SAN FRANCISCO, GRAND AVENUE",13900.0,212000.0,210000.0,13300.0,200000.0,193000.0
-13625388.2892,4532042.2508,8803,4,101,,SM,,22.713,,"SOUTH SAN FRANCISCO, OYSTER POINT BOULEVARD",12000.0,188000.0,184000.0,11400.0,179000.0,175000.0
-13625396.6462,4532060.6675,8804,4,101,,SM,,22.713,,"SOUTH SAN FRANCISCO, OYSTER POINT BOULEVARD",12000.0,188000.0,184000.0,11400.0,179000.0,175000.0
-13625230.9136,4532191.024,8805,4,101,,SM,,22.824,,OYSTER POINT OC,13300.0,200000.0,193000.0,13200.0,195000.0,184000.0
-13625236.7658,4532211.645,8806,4,101,,SM,,22.824,,OYSTER POINT OC,13300.0,200000.0,193000.0,13200.0,195000.0,184000.0
-13624557.1947,4533074.1033,8807,4,101,,SM,,23.393,,"SOUTH SAN FRANCISCO, OLD BAYSHORE CONNECTION (SIERRA POINT)",13200.0,195000.0,184000.0,12700.0,186000.0,177000.0
